madde_id,kac,kelime_no,cesit,anlam_gor,on_taki,madde,cesit_say,anlam_say,taki,cogul_mu,ozel_mi,lisan_kodu,lisan,telaffuz,birlesikler,font,madde_duz,gosterim_tarihi,anlamlarListe,atasozu
8001,0,3177,0,0,,asabiyeci,0,1,,0,0,0,,,,,asabiyeci,,"[{'anlam_id': '5923', 'madde_id': '8001', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sinir hastalıkları uzmanı', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
8002,0,3178,0,0,,asabiyet,0,1,,0,0,11,Arapça ʿaṣabiyyet,,,,asabiyet,,"[{'anlam_id': '5924', 'madde_id': '8002', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Sinirlilik', 'gos': '0', 'orneklerListe': [{'ornek_id': '16789', 'anlam_id': '5924', 'ornek_sira': '1', 'ornek': 'Bu cemiyetin mevcudiyeti ve faaliyeti ordu mensuplarının asabiyetini tahrik ediyordu.', 'kac': '1', 'yazar_id': '27', 'yazar': [{'yazar_id': '27', 'tam_adi': 'Atatürk', 'kisa_adi': 'Atatürk', 'ekno': '158'}]}], 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '31', 'tur': '4', 'tam_adi': 'eskimiş', 'kisa_adi': 'esk.', 'ekno': '42'}]}]",
8003,0,3179,0,0,,asal,0,1,,0,0,0,,,"asal gazlar, asal sayı",,asal,,"[{'anlam_id': '5925', 'madde_id': '8003', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Esasla ilgili, asıl ve temel olanla ilgili, esasi', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}]}]",
8004,0,3180,0,0,,asalak,0,2,ğı,0,0,0,,,"asalak bilimci, asalak bilimi, asalak bilimsel, asalaksavar, dış asalak, iç asalak, tam asalak, yarı asalak, yarım asalak, ağrıma asalakları",,asalak,2022-08-22,"[{'anlam_id': '5926', 'madde_id': '8004', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bir canlıda sürekli veya geçici yaşayarak ona zarar veren başka canlı, parazit', 'gos': '1', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}, {'ozellik_id': '56', 'tur': '1', 'tam_adi': 'biyoloji', 'kisa_adi': 'biy.', 'ekno': '105'}]}, {'anlam_id': '5927', 'madde_id': '8004', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Başkalarının sırtından geçinen (kimse), abacı, ekti, otlakçı, parazit, tufeyli', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '20', 'tur': '3', 'tam_adi': 'sıfat', 'kisa_adi': 'sf.', 'ekno': '31'}, {'ozellik_id': '32', 'tur': '4', 'tam_adi': 'mecaz', 'kisa_adi': 'mec.', 'ekno': '43'}]}]",
8005,0,3181,0,0,,asalak bilimi,0,1,,0,0,0,,,,,asalak bilimi,,"[{'anlam_id': '5928', 'madde_id': '8005', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Asalakların yapısını, yaşayışını, konakçıyla ilişkisini ve yaptığı hastalıklarla bu hastalıklara karşı girişilecek savaşı konu alan bilim dalı, parazitoloji', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
8006,0,3182,0,0,,asalaklaşma,0,1,,0,0,0,,,,,asalaklasma,,"[{'anlam_id': '5929', 'madde_id': '8006', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Asalaklaşmak durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
8007,0,3183,0,0,,asalaklaşmak,0,1,,0,0,0,,,,,asalaklasmak,,"[{'anlam_id': '5930', 'madde_id': '8007', 'anlam_sira': '1', 'fiil': '1', 'tipkes': '0', 'anlam': 'Asalak duruma gelmek', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '23', 'tur': '3', 'tam_adi': 'nesnesiz', 'kisa_adi': 'nsz.', 'ekno': '34'}]}]",
8008,0,3184,0,0,,asalaklık,0,1,ğı,0,0,0,,,,,asalaklik,,"[{'anlam_id': '5931', 'madde_id': '8008', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Asalak olma durumu, parazitlik', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}]",
8009,0,3185,0,0,,asalet,0,4,,0,0,11,Arapça aṣālet,asa:let,,,asalet,,"[{'anlam_id': '5932', 'madde_id': '8009', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Soyluluk', 'gos': '0', 'orneklerListe': [{'ornek_id': '16790', 'anlam_id': '5932', 'ornek_sira': '1', 'ornek': 'Fakat çilekeş kadının asaletini biliyorum.', 'kac': '1', 'yazar_id': '135', 'yazar': [{'yazar_id': '135', 'tam_adi': 'Necip Fazıl Kısakürek', 'kisa_adi': 'N. F. Kısakürek', 'ekno': '293'}]}], 'ozelliklerListe': [{'ozellik_id': '19', 'tur': '3', 'tam_adi': 'isim', 'kisa_adi': 'a.', 'ekno': '30'}]}, {'anlam_id': '5933', 'madde_id': '8009', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Asillik', 'gos': '0'}, {'anlam_id': '5934', 'madde_id': '8009', 'anlam_sira': '3', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bir görevi yüklenmiş olma, o görevin sahibi olma, vekillik karşıtı', 'gos': '0'}, {'anlam_id': '5935', 'madde_id': '8009', 'anlam_sira': '4', 'fiil': '0', 'tipkes': '0', 'anlam': 'Yazıda veya sözde bayağı söz ve deyim bulunmaması durumu', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '54', 'tur': '1', 'tam_adi': 'edebiyat', 'kisa_adi': 'ed.', 'ekno': '103'}]}]",
8010,0,3186,0,0,,asaleten,0,2,,0,0,11,Arapça aṣāleten,asa:leten,"asaleten atamak, asaleten atanmak",,asaleten,,"[{'anlam_id': '5936', 'madde_id': '8010', 'anlam_sira': '1', 'fiil': '0', 'tipkes': '0', 'anlam': 'Bir görevde temelli olarak, asıl olarak, vekâleten karşıtı', 'gos': '0', 'ozelliklerListe': [{'ozellik_id': '24', 'tur': '3', 'tam_adi': 'zarf', 'kisa_adi': 'zf.', 'ekno': '35'}]}, {'anlam_id': '5937', 'madde_id': '8010', 'anlam_sira': '2', 'fiil': '0', 'tipkes': '0', 'anlam': 'Kendi adına hareket ederek', 'gos': '0'}]",
